,O,H,L,C,V,UD,委買張數,委買筆數,委賣張數,委賣筆數,自營cbc,自營cbv,自營csc,自營csv,自營cbsc,自營cbsv,自營cbcoi,自營cbvoi,自營cscoi,自營csvoi,自營cbscoi,自營cbsvoi,自營pbc,自營pbv,自營psc,自營psv,自營pbsc,自營pbsv,自營pbcoi,自營pbvoi,自營pscoi,自營psvoi,自營pbscoi,自營pbsvoi,外資cbc,外資cbv,外資csc,外資csv,外資cbsc,外資cbsv,外資cbcoi,外資cbvoi,外資cscoi,外資csvoi,外資cbscoi,外資cbsvoi,外資pbc,外資pbv,外資psc,外資psv,外資pbsc,外資pbsv,外資pbcoi,外資pbvoi,外資pscoi,外資psvoi,外資pbscoi,外資pbsvoi,自營bc,自營bv,自營sc,自營sv,自營bsc,自營bsv,自營oibc,自營oibv,自營oisc,自營oisv,自營oibsc,自營oibsv,外資bc,外資bv,外資sc,外資sv,外資bsc,外資bsv,外資oibc,外資oibv,外資oisc,外資oisv,外資oibsc,外資oibsv,opwcp,opwp,opmcp,opmp
20160323,8777.88,8814.5,8734.55,8766.09,4117266.0,-19.59,158161.0,873762.0,169250.0,2853593.0,130231,218100,126843,200836,3388,17264,64570,300085,57500,213949,7070,86136,135929,221053,140458,215590,-4529,5463,63896,196031,71497,228635,-7601,-32604,32085,77070,33211,82315,-1126,-5245,53132,335988,24480,168097,28652,167891,37173,79802,34724,80947,2449,-1145,71904,247159,39931,154308,31973,92851,22755,39750370,24071,42047607,-1316,-2297237,4988,8585859,8874,15337003,-3886,-6751144,35983,62875954,35504,62036380,479,839574,57632,100232921,12310,21321404,45322,78911517,5.1,8750,55.1,8800
20160324,8745.42,8765.96,8676.87,8743.38,4295214.0,-22.71,158905.0,928146.0,155558.0,2674134.0,127802,276264,135742,315011,-7940,-38747,73138,321402,73975,286224,-837,35178,144158,271937,129872,285082,14286,-13145,93796,219166,87189,266702,6607,-47536,31707,102592,33632,108103,-1925,-5511,54310,342562,27578,180070,26732,162492,39532,103258,32862,95038,6670,8220,80957,254390,42321,156748,38636,97642,23399,40650885,22771,39548477,628,1102407,5562,9585762,8835,15269297,-3273,-5683535,40179,69829470,38801,67441405,1378,2388065,57575,100133849,11029,19089147,46546,81044702,119.0,8750,258.0,8700
20160325,8758.14,8765.62,8699.89,8704.97,3329662.0,-38.41,150091.0,844301.0,164407.0,2827811.0,111878,190448,113339,233324,-1461,-42876,85498,299912,87865,291864,-2367,8048,117722,222825,109746,216934,7976,5890,111076,249931,96459,299129,14617,-49198,21633,63928,22178,69745,-545,-5817,54633,334896,28453,181379,26180,153517,23363,61870,23149,66739,214,-4869,82604,264876,43681,167778,38923,97098,18140,31587901,17350,30200366,790,1387535,6066,10446547,8478,14620818,-2412,-4174271,22561,39282967,23569,41046731,-1008,-1763764,56855,98729328,11296,19522476,45559,79206852,99.5,8700,163.5,8700
20160328,8713.72,8737.86,8676.03,8690.45,3582412.0,-14.52,142958.0,813317.0,147307.0,2683380.0,113354,167703,99013,173402,14341,-5699,105267,296030,93293,283298,11974,12732,101464,176967,97071,178681,4393,-1714,126777,273926,107767,332145,19010,-58219,22041,54767,22765,68073,-724,-13306,56206,322300,30750,184866,25456,137434,24182,57878,21289,59231,2893,-1354,86014,271159,44198,174136,41816,97023,15127,26305715,15785,27440354,-658,-1134639,5605,9633364,8675,14941214,-3070,-5307850,27777,48298461,28404,49393312,-627,-1094851,56597,98117726,11757,20297235,44840,77820491,82.5,8700,155.0,8700
20160329,8687.06,8711.11,8585.71,8617.35,4305223.0,-73.10,147863.0,873391.0,150954.0,2704565.0,162616,222796,177618,229300,-15002,-6504,102948,234786,105976,190131,-3028,44655,159825,350260,162807,339295,-2982,10965,127022,378915,110994,436085,16028,-57170,35962,86853,34438,81138,1524,5715,60020,269003,33040,150266,26980,118737,46641,143906,38210,122546,8431,21360,95351,361516,45104,222062,50247,139454,24112,41573515,25921,44694687,-1809,-3121172,5814,9897570,10663,18203708,-4849,-8306138,41408,71441555,42966,74140618,-1558,-2699063,57747,99139448,14644,25067642,43103,74071806,56.5,8600,138.0,8600
20160330,8624.93,8744.47,8624.93,8737.04,4416573.0,119.69,131917.0,758658.0,155748.0,2766889.0,183532,309266,167959,293490,15573,15776,72138,346295,73603,268016,-1465,78279,161339,224099,207306,290652,-45967,-66554,75861,200793,107913,286659,-32052,-85866,33519,88965,30868,83571,2651,5394,58992,370536,32445,208980,26547,161556,28995,56290,29267,69110,-272,-12821,90296,238392,47468,155344,42828,83048,27624,48040427,27485,47810782,139,229645,5434,9390770,10190,17674384,-4756,-8283614,43581,75786280,33481,58260279,10100,17526001,65493,114266685,11820,20534606,53673,93732079,14.6,8750,134.5,8700
20160331,8757.22,8803.91,8695.08,8744.83,4447988.0,7.79,168689.0,959062.0,155316.0,2754714.0,148269,278928,143204,335452,5065,-56523,91111,319852,87429,267207,3682,52645,145992,266336,127766,241748,18226,24588,98363,234663,112013,299242,-13650,-64579,35800,100699,33560,102777,2240,-2078,62350,354583,33591,197697,28759,156886,46368,100312,33826,95590,12542,4722,105141,257814,49801,170841,55340,86973,24128,42215722,23724,41493283,404,722439,5476,9441898,9799,16940292,-4323,-7498394,43424,75963136,48484,84820646,-5060,-8857511,61021,106159141,12406,21503662,48615,84655479,99.5,8750,230.0,8700
20160401,8700.38,8704.53,8628.94,8657.55,3474033.0,-87.28,152693.0,847918.0,139754.0,2217033.0,139751,217673,152074,240724,-12323,-23051,86389,237940,95019,197550,-8630,40390,146623,343472,138005,283833,8618,59639,105233,324694,110285,352859,-5052,-28165,30135,74782,30079,72198,56,2584,62631,284643,33775,154463,28856,130180,47797,134448,37186,115874,10611,18574,114917,338497,48951,208289,65966,130208,27233,47064569,25766,44522533,1467,2542036,6400,10938125,9252,15814295,-2852,-4876170,44744,77339995,47318,81789390,-2574,-4449395,59968,103261163,13561,23275390,46407,79985773,65.0,8650,73.0,8700
20160406,8605.16,8605.16,8496.89,8513.3,4209976.0,-144.25,144475.0,795336.0,148626.0,2248662.0,172118,257092,203949,272941,-31831,-15849,64691,165789,96864,138218,-32173,27571,186473,447573,187395,491985,-922,-44413,85667,459789,99843,529316,-14176,-69527,37687,89149,42098,88920,-4411,230,63910,196608,38754,110036,25156,86572,64318,189439,55716,188938,8602,500,114002,569209,53534,347147,60468,222062,31143,52871256,30998,52641768,145,229488,6508,10901998,9228,15449004,-2720,-4547006,44786,76085867,52690,89523863,-7904,-13437996,57373,96819311,18669,31448075,38704,65371236,22.2,8500,68.2,8500
20160407,8523.25,8529.44,8436.54,8490.25,4294445.0,-23.05,137740.0,735856.0,155944.0,2311870.0,139368,224975,132068,211447,7300,13528,82207,175591,107124,126839,-24917,48752,144142,334602,130856,365636,13286,-31034,104205,445311,105180,546883,-975,-101572,30287,81647,30335,73243,-48,8403,68272,190246,43174,102763,25098,87483,36111,135764,30561,133525,5550,2239,122010,576911,56024,356506,65986,220405,23361,39397224,24556,41403013,-1195,-2005789,6269,10462936,10141,16943696,-3872,-6480760,44585,75231993,40822,68889974,3763,6342018,60068,101134411,17584,29540948,42484,71593463,123.5,8500,147.0,8500
20160408,8464.78,8546.31,8452.05,8541.5,4014769.0,51.25,131311.0,699018.0,154412.0,2380539.0,133975,232076,131065,256536,2910,-24461,96585,216408,118621,184688,-22036,31720,154437,255323,152874,288174,1563,-32851,116352,374037,115840,476885,512,-102848,29386,87217,26879,78238,2507,8980,71385,225371,43790,115893,27595,109478,38297,105943,30180,88380,8117,17563,130581,498995,56458,300834,74123,198161,20507,34671090,19632,33178831,875,1492260,6729,11297890,9663,16226921,-2934,-4929031,40772,68892618,37274,63013650,3498,5878968,61977,104926978,16238,27416258,45739,77510720,105.5,8550,182.0,8500
20160411,8518.96,8568.44,8476.57,8562.59,3588200.0,21.09,136849.0,711468.0,151384.0,2291112.0,135941,207390,113086,198566,22855,8824,117881,249818,117068,203890,813,45928,128456,196058,134546,218186,-6090,-22128,120064,331994,125641,437822,-5577,-105828,29454,82613,28169,76151,1285,6463,73114,245261,44260,123937,28854,121324,31478,73561,32334,78366,-856,-4805,131323,434654,58031,269219,73292,165435,19234,32626830,19882,33718297,-648,-1091467,6585,11091668,10125,17074102,-3540,-5982434,39030,66218912,36380,61714028,2650,4504884,64737,109992840,16468,27902625,48269,82090215,79.5,8550,88.5,8600
20160412,8561.21,8613.56,8520.14,8531.18,4193252.0,-31.41,138857.0,724875.0,152647.0,2651236.0,143900,229608,145031,221727,-1131,7882,121782,229457,121929,178078,-147,51379,166417,258465,170540,253765,-4123,4700,126211,362983,135908,461619,-9697,-98636,33645,84208,27697,73007,5948,11201,77473,228608,42597,109450,34876,119158,39017,96068,39811,106633,-794,-10564,135087,459799,62638,301410,72449,158389,23993,40909594,23722,40426241,271,483353,6735,11321938,9997,16819169,-3262,-5497231,43218,73662968,42786,72935386,432,727581,65554,111125494,16668,28175682,48886,82949812,56.5,8550,149.0,8500
20160413,8562.79,8653.08,8561.9,8652.08,4748497.0,120.90,130886.0,690293.0,145304.0,2437553.0,173346,365545,164452,344728,8894,20817,71761,296447,104523,224866,-32762,71581,171055,213672,208010,225758,-36955,-12086,80846,229172,119463,287356,-38617,-58184,41968,120840,36293,113616,5675,7224,78644,348151,41410,157822,37234,190329,34860,60764,28867,61749,5993,-985,135294,278309,63905,180457,71389,97852,32781,56433941,30824,53056990,1957,3376951,8742,14974180,10143,17352452,-1401,-2378272,44425,76438659,41618,71656164,2807,4782495,68473,117979124,16807,28883202,51666,89095922,10.2,8650,59.1,8700
20160414,8684.93,8719.15,8653.84,8667.71,4308201.0,15.63,158168.0,870636.0,156425.0,2806771.0,116453,194852,117333,278869,-880,-84017,83961,300178,117318,288656,-33357,11522,128114,203249,113492,163644,14622,39604,105213,253132,129127,267266,-23914,-14134,28715,86431,30844,97238,-2129,-10806,79464,371077,44275,174100,35189,196977,33678,62439,24108,66342,9570,-3902,145405,247613,64556,167232,80849,80381,22186,38498919,19730,34232459,2456,4266459,11585,19940401,10487,18000305,1098,1940096,30970,53725129,35527,61642011,-4557,-7916881,66428,114775435,19217,33143214,47211,81632221,117.0,8650,121.5,8700
20160415,8634.23,8700.39,8613.25,8700.39,3696659.0,32.68,154132.0,843733.0,145345.0,2646192.0,120099,236232,108325,236929,11774,-697,93685,356269,115214,367784,-21529,-11515,134400,189933,141929,199730,-7529,-9797,105913,194403,137350,220279,-31437,-25876,24035,74674,20921,68560,3114,6114,82297,444410,44000,205278,38297,239132,28841,45938,18723,47654,10118,-1716,156257,199741,65275,139179,90982,60562,22168,38399997,22728,39366704,-560,-966708,12244,21217887,11654,20155157,590,1062730,44828,77655485,42357,73391428,2471,4264057,68815,119676950,19088,33134332,49727,86542618,101.0,8700,189.0,8700
20160418,8681.8,8686.98,8650.13,8666.01,3345420.0,-34.38,140040.0,784096.0,139810.0,2637754.0,107799,140576,108113,183358,-314,-42782,103640,272394,125552,275640,-21912,-3246,102645,159500,95746,141479,6899,18021,118828,281685,143172,286521,-24344,-4836,19778,44330,22831,43718,-3053,612,84693,351094,49632,161841,35061,189253,18340,36122,22693,41065,-4353,-4943,158465,256644,71692,184044,86773,72600,19206,33242795,17245,29825892,1961,3416903,12016,20652796,9679,16559042,2337,4093754,45163,78107446,51610,89335305,-6447,-11227859,66326,114260294,23188,39930969,43138,74329325,84.5,8650,95.5,8700
20160419,8701.75,8743.35,8627.29,8633.72,4114616.0,-32.29,143295.0,782877.0,150593.0,2659033.0,164978,295544,175918,288308,-10940,7236,100226,256450,133027,257568,-32801,-1118,178177,278013,177565,266017,612,11996,124049,300559,147787,306493,-23738,-5934,38757,91362,38283,88663,474,2700,84711,331456,49142,151323,35569,180133,34850,82826,34496,85460,354,-2634,162184,270020,75087,202021,87097,67999,37130,64338059,37548,65071917,-418,-733858,12325,21144766,10008,17077112,2317,4067654,72182,125002488,74195,128517167,-2013,-3514680,69857,119989519,28555,49078406,41302,70911113,64.5,8650,299.0,8600
20160420,8649.09,8695.22,8502.55,8514.48,4789352.0,-119.24,149819.0,820531.0,149584.0,2711041.0,236929,345294,268799,336269,-31870,9026,53856,142009,48373,95277,5483,46732,247489,544669,275366,624711,-27877,-80041,58800,284770,65735,338055,-6935,-53285,42586,79637,41895,82784,691,-3147,57455,176993,28028,84830,29427,92163,51984,121018,52428,167770,-444,-46753,47696,313938,46484,316511,1212,-2573,39467,67512534,44006,75362912,-4539,-7850378,5303,8839229,7730,12890335,-2427,-4051106,53564,91782992,53633,91838540,-69,-55548,59416,100113896,18844,31693846,40572,68420050,19.7,8500,59.2,8500
20160421,8549.14,8568.65,8508.92,8568.65,3889354.0,54.17,133688.0,725455.0,150290.0,2808377.0,105578,231476,89828,197989,15750,33487,74731,238880,53358,154751,21373,84129,108197,210146,99364,237494,8833,-27348,81292,214241,79417,271013,1875,-56772,24489,71744,26312,80420,-1823,-8676,59445,213248,31799,117190,27646,96058,24423,71607,22254,79069,2169,-7461,52588,244201,49184,244106,3404,95,14241,24210875,16096,27363541,-1855,-3152665,5769,9723770,10063,17006841,-4294,-7283071,39517,67182228,30161,51281768,9356,15900460,65896,112213170,15728,26707850,50168,85505320,113.0,8550,117.0,8600
20160422,8560.21,8580.33,8501.03,8535.75,3816547.0,-32.90,136633.0,732080.0,142617.0,2593512.0,107841,227829,117477,229679,-9636,-1850,73400,220379,61716,151504,11684,68875,120116,224216,111980,207935,8136,16282,97891,240754,87900,291544,9991,-50790,29101,77852,29752,77353,-651,499,61332,195126,34369,106461,26963,88665,28218,70812,27442,72355,776,-1543,55067,260492,50835,263226,4232,-2734,21563,36699909,21400,36413977,163,285932,5867,9859005,9946,16747126,-4079,-6888121,42961,73154555,41370,70427954,1591,2726601,66811,113374620,15075,25505513,51736,87869107,98.0,8550,261.0,8500
20160425,8541.14,8560.28,8513.73,8560.28,2916890.0,24.53,128057.0,732161.0,135744.0,2597997.0,89416,144795,68885,115263,20531,29532,95360,268715,63087,166464,32273,102251,81830,140128,88487,167366,-6657,-27238,109055,224191,105746,288097,3309,-63906,19010,45436,18992,50295,18,-4859,63901,204387,36904,118845,26997,85542,21730,51041,19978,54864,1752,-3823,58766,235813,52809,236563,5957,-750,14276,24303966,16259,27675850,-1983,-3371885,5942,10013340,11913,20151474,-5971,-10138134,30245,51483715,26937,45847908,3308,5635808,67925,115628938,12946,21951222,54979,93677716,79.5,8550,81.5,8600
20160426,8556.37,8622.42,8554.55,8581.57,3318251.0,21.29,133038.0,733009.0,144042.0,2628126.0,124132,257274,120294,213418,3838,43856,105011,341406,68861,190243,36150,151163,138830,232789,147593,240107,-8763,-7318,118888,217237,124362,266572,-5474,-49335,30741,92324,30464,91464,277,860,65783,236287,38477,143930,27306,92357,35346,87261,31719,89800,3627,-2538,63842,218659,54295,213386,9547,5273,22969,39361256,24450,41896188,-1481,-2534932,6162,10441726,13686,23297975,-7524,-12856249,39768,68150527,38188,65433314,1580,2717213,68650,117450371,12109,20623070,56541,96827301,58.0,8600,139.0,8600
20160427,8561.37,8597.64,8537.03,8563.05,3465019.0,-18.52,141158.0,743298.0,143791.0,2732890.0,129750,192389,146742,218494,-16992,-26105,69009,268974,52838,164711,16171,104263,139383,219375,145365,192275,-5982,27100,82488,215419,91006,245355,-8518,-29936,26559,57100,26817,60741,-258,-3641,65778,220773,39303,136200,26475,84573,29750,64271,26241,60175,3509,4097,59294,227499,54843,219657,4451,7842,19650,33604474,17914,30633151,1736,2971323,5091,8595951,10915,18525931,-5824,-9929980,33244,56871342,34098,58322398,-854,-1451056,68071,116317190,12414,21119019,55657,95198171,17.2,8550,32.6,8600
20160428,8586.92,8595.99,8456.38,8473.87,3911126.0,-89.18,134435.0,750291.0,155659.0,2760659.0,146521,253215,174988,308636,-28467,-55422,68588,184426,80869,130435,-12281,53991,165956,357767,153811,316009,12145,41759,96344,368651,92727,358563,3617,10088,40967,109858,44221,131759,-3254,-21901,65664,139139,42404,89285,23260,49854,54241,172207,41114,149326,13127,22880,72543,355450,54988,335407,17555,20043,29658,50269120,25587,43395571,4071,6873549,5690,9453025,7435,12345757,-1745,-2892732,55141,93530574,71244,120853344,-16103,-27322769,65561,110111258,26086,43747903,39475,66363355,107.0,8450,114.5,8500
20160429,8424.04,8424.04,8352.23,8377.9,3522045.0,-95.97,127688.0,708324.0,145225.0,2792674.0,149485,226194,175331,218914,-25846,7280,71890,155182,110032,107975,-38142,47207,147353,347766,145124,334220,2229,13546,105349,507259,99541,473116,5808,34143,31238,73349,26220,56430,5018,16919,71039,116395,42749,57665,28290,58730,44496,150421,33141,139632,11355,10789,84330,469876,55400,440592,28930,29284,22814,38041258,20490,34168144,2324,3873113,7214,11870423,6490,10617502,724,1252921,38993,65065833,41567,69351827,-2574,-4285994,67338,111695435,30443,50443325,36895,61252110,91.0,8400,139.0,8400
20160503,8362.35,8363.59,8268.41,8294.12,3735790.0,-83.78,120504.0,652385.0,148258.0,2778460.0,135026,167902,163938,171563,-28912,-3661,71887,130435,138968,91252,-67081,39183,126945,287555,117771,239566,9174,47988,110821,576798,95832,490094,14989,86704,35074,79597,37229,73969,-2155,5628,75830,106961,49708,51713,26122,55248,42759,137861,37377,126537,5382,11324,90670,511690,56333,477502,34337,34188,21192,35040833,19828,32782911,1364,2257922,8150,13346073,6023,9778976,2127,3567097,35796,59202581,38810,64179035,-3014,-4976454,63916,105362959,30013,49422107,33903,55940852,49.5,8300,102.0,8300
20160504,8282.52,8285.96,8153.57,8185.47,4121401.0,-108.65,109693.0,621412.0,149346.0,2763334.0,206800,260291,238059,242484,-31259,17808,69768,147315,106857,103024,-37089,44291,222725,511373,233152,519518,-10427,-8145,92021,584046,84646,490397,7375,93649,43437,105774,40182,92166,3255,13608,81150,110773,49728,46705,31422,64068,62674,210954,55707,223639,6967,-12685,86679,580374,57694,585529,28985,-5155,33137,54223928,32262,52823597,875,1400331,9311,15117451,6118,9842554,3193,5274897,46897,76815238,49317,80787664,-2420,-3972426,61236,99949254,29936,48801954,31300,51147300,29.7,8200,93.5,8200
20160505,8182.05,8207.98,8122.34,8167.96,3965937.0,-17.51,101915.0,554966.0,151009.0,2601728.0,126537,183080,137527,195108,-10990,-12028,80171,142284,128336,113725,-48165,28559,132380,295808,124006,266171,8374,29636,110757,662245,95142,524779,15615,137466,30599,82648,30142,78919,457,3729,83389,108646,51518,47059,31871,61587,41098,146542,35840,136944,5258,9598,91166,614695,56927,618536,34239,-3841,22284,36279532,19886,32351630,2398,3927902,11195,18121208,5476,8748002,5719,9373206,36222,58956633,42751,69604496,-6529,-10647862,57933,94133376,33427,54275430,24506,39857946,111.0,8150,111.5,8200
20160506,8169.54,8170.68,8104.16,8146.43,3919611.0,-21.53,106725.0,600231.0,150388.0,2829159.0,118403,181269,121432,170707,-3029,10562,88364,143689,139705,107146,-51341,36543,112514,257043,121661,284714,-9147,-27671,114914,729309,108556,603782,6358,125527,33400,84822,31927,76356,1473,8467,86725,104263,53370,42149,33355,62114,39877,155371,36882,145171,2995,10200,95145,687854,57904,682360,37241,5494,19679,31892269,21712,35174356,-2033,-3282087,9904,15936272,6179,9840453,3725,6095819,36623,59352089,34414,55788314,2209,3563775,57901,93596466,31224,50422266,26677,43174200,104.0,8150,173.0,8100
